"","evol_pops","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","date"
"53","26_COP_05",4908.7738882804,2822.37541726284,279.285715236876,106.076752630608,106.796717285531,44.243149689471,52.8178151026642,12.6566209895476,1.95592084942085,0.672153415139988,-0.015,0.825,1727.575,1425,88.5,4426.78,261.81,384.955,3.095,46.9,255.385,1690.385,28.16,2024-01-03
"54","26_COP_06",7459.26159887799,2646.73084392112,392.460377617629,82.7459904557697,155.897810565813,31.0305418991078,58.1070927272727,13.6448082736162,2.81944444444444,0.6772354850864,0.03,0.645,5724.18,5308,273.78,15506.85,1181.57,915.365,6.6,124.86,558.02,2526.06,56.085,2024-01-03
"55","26_COP_07",3067.10181818182,2322.19511143523,209.672685,98.0764263030233,79.1496,38.9948333122655,44.7887820895522,12.6482005471667,1.93661437908497,0.591447108985472,-0.03,0.96,1809.91,1614,90.68,4162.05,277.47,633.31,3.08,74.91,310.81,2256.55,28.03,2024-01-03
"56","26_COP_08",6769.008,3171.83298425694,367.85988,97.8170132202308,151.08075,38.8623225434576,54.15696,14.5526675587907,2.91644382022472,0.587893170939888,0.02,0.74,7364.9,6676,341.13,24230.7,2051.72,1186.72,42.29,135.67,451.18,2758.39,296.29,2024-01-03
"57","26_NP_01",8140.608,2016.16009725008,390.420789041096,72.6740036375474,155.920380722892,30.2430917745624,64.9801756097561,10.2198891973177,2.44366210045662,0.554592844614367,0.04,0.42,5117.91,3911,229.33,10687.78,615.91,402.95,6.48,40.38,254.16,1901.74,51.41,2024-01-03
"58","26_NP_02",6492.96,2471.47543330893,363.273771428571,83.1771162535109,149.645442857143,32.4940747087784,53.2485857142857,12.8915211155353,2.89225203252032,0.588771915429442,-0.02,0.71,6195.89,4543,255.09,21441.97,1779.38,919.35,47.52,99.73,420.99,2624.02,282.75,2024-01-03
"59","26_NP_03",5997.05660377358,1984.92866421508,351.305464864865,75.5983601792605,144.229182733813,32.0763912769403,50.1561209302325,11.1519442336447,2.90948449612403,0.628314273757125,0,0.63,7011.62,6270,360.29,17035.42,1395.19,680.85,9.96,93.58,521.72,2483.83,76.32,2024-01-03
"60","26_NP_04",7458.64313094986,2613.00910396592,391.719784469846,83.8043455406227,159.214297534669,33.7112114243766,58.1751534912147,14.1522339657941,2.84898479196556,0.639737927538514,0.01,0.58,8845.43,3969,340.41,27777.28,1716.095,963.65,12.65,109.855,520.515,2612.395,115.105,2024-01-03
"61","26_NP_05",5295.28242857143,2457.0628644204,330.29190017939,97.6784033362442,138.843860796862,39.9185566704192,47.0607258403361,12.5319970860963,2.95964192574512,0.729778941557796,0.02,0.725,6827.235,4077.5,193.17,26946.81,1918.145,1049.55,28.985,115.115,460.46,2737.835,201.57,2024-01-03
"62","26_NP_06",6990.12228324505,1443.19768706928,346.347621659776,55.4701850523573,135.507773338712,25.7471112884348,66.1749882718557,8.67766652751031,2.05054526051751,0.443880780639413,0.035,0.39,3758.08,3387,158.645,7070.19,342.36,206.42,4.31,24.015,168.36,1532.125,34.45,2024-01-03
"63","26_NP_07",5537.71820155743,2445.70027452908,337.427060805561,88.6315609101462,139.016370310275,34.935689923018,49.1541286372614,12.6015437491934,2.96390308911973,0.68829434987612,0.01,0.725,6040.96,2764.5,194.035,23051.27,1889.375,991.915,42.935,96.16,419.24,2598.865,257.86,2024-01-03
"64","26_NP_08",6515.17714285714,2856.01149962698,377.213924050633,94.7336705557768,156.174764835165,36.0932862156912,50.8812857142857,15.8667948170876,3.25813924050633,0.751185607241386,0,0.88,5697.33,3134,239.07,27885.61,2008.98,1294.39,39.72,150.65,457.1,2780.8,279.81,2024-01-03
"65","20_COP_01",16910.2042415837,6677.91065156208,538.567141558442,153.58009619644,202.109347037337,56.3971496293237,101.940846705665,26.6176738957746,2.052741433942,0.414467832008963,0.015,0.755,4716.955,3433,258.75,15408.17,1072.085,1175.83,10.835,136.38,527.655,2635.26,80.345,2024-03-12
"66","20_COP_02",13610.5495081967,4242.82019880261,485.696006557377,105.544954287638,185.668465573771,41.3055533363551,89.9653500000001,18.0039572610999,2.16640186915888,0.458541829299996,0.02,0.68,5819.19,4450,270.88,17168.13,1200.78,1137.19,9.19,138.4,533.72,2441.6,82.69,2024-03-12
"67","20_COP_03",15367.5475956596,4343.9656596982,524.061941192788,99.9518138663055,205.671647539016,39.6436950912608,94.0720353966933,16.9650717265086,2.11931758905852,0.335869931355211,0,0.505,7557.975,5986,396.07,17002.38,1398.64,987.155,15.365,115.745,510.035,2391.175,138.3,2024-03-12
"68","20_COP_04",13941.8811663808,8459.40682785351,467.410325806452,225.056432906913,172.152226451613,73.9635981823039,88.583855334174,40.1735145913599,2.01881603773584,0.355567292239759,-0.02,0.97,5431.835,4097,272.62,18150.255,1409.93,1273.54,23.865,220.035,579.395,2752.95,148.64,2024-03-12
"69","20_COP_05",13625.3936842105,6531.22131642297,489.994772727273,173.179441938858,184.434442105263,61.2120859195997,89.0704079999999,29.4664625221374,2.10281,0.41010993313208,0.03,0.84,4766.77,4221,274.28,14941.92,1136.95,946.77,16.1,167.84,548.04,2549.89,76,2024-03-12
"70","20_COP_06",15854.6081927711,8634.05206755305,511.038138461538,235.057655903106,190.357115294118,76.6427584394127,91.7392337349397,41.3653659896866,2.07997647058824,0.510914451328769,0.01,0.94,5574.59,4657,218.31,25230.22,1606.17,1268.29,16.21,227.96,574.25,2829.96,145.9,2024-03-12
"71","20_COP_07",15480.0194594594,6404.22194760491,505.530888311688,155.059189722372,194.718950649351,60.9121994412717,93.4471317073171,28.2370461443814,2.14228,0.592313871118127,0.03,0.84,4918.95,3193,266.29,12307,1073.1,986.8,8.81,168.45,596.62,2535.87,75.79,2024-03-12
"72","20_COP_08",13277.0749879518,6681.93492206493,470.619857060241,176.939926616796,184.752125783132,65.4318751116192,81.6440539156627,29.0756457388984,2.22358833333334,0.561901827410782,0.025,0.91,5595.675,4896.5,260.065,18905.035,1504.865,1140.685,27.295,178.73,553.53,2626.13,158.17,2024-03-12
"73","20_NP_01",16799.5246153846,5109.26538864887,546.44708263473,110.403604661207,207.869538461538,40.6824340157842,97.9969808219178,17.1979462163729,2.16711695906433,0.37481532398022,0,0.61,6724.97,5113,335.44,17093.12,1308.88,1014.32,10.08,121.81,542.88,2535.68,86.63,2024-03-12
"74","20_NP_02",14490.5521472393,5198.00896578646,502.269709090909,129.740760371596,189.223527272727,46.9735818023696,93.6744352941176,23.652418660795,2.10695238095238,0.385566361723801,0.03,0.71,5396.94,3886,283.14,20758.21,1180.62,914.62,13.16,127.87,539.98,2501.96,116.52,2024-03-12
"75","20_NP_03",14322.4831168831,8373.02398981311,486.173687671233,211.315586884756,187.88382,74.2859828893919,88.4820328767124,37.5178344492491,2.1621871657754,0.522401315324282,-0.02,0.93,5067,3953,302.66,18663.93,1562.22,1226.13,31.28,202.03,509.59,2798.92,205.21,2024-03-12
"76","20_NP_04",16472.2532374101,5816.64225596066,526.242876923077,146.574846214099,200.846945454546,54.9596298066021,99.1886762589928,26.233277893115,1.99976666666667,0.348695150649217,0.02,0.67,8115.05,7179,422.19,22680.47,1351.82,1254.06,6.45,184.34,555.13,2731.87,58.07,2024-03-12
"77","20_NP_05",15821.8015343444,7394.89745995366,499.566047636039,194.19703059538,182.409973193578,68.791416059669,96.2306929467085,34.9203727745923,1.96974436090226,0.433351828139474,-0.015,0.95,4191.96,3379,192.165,23139.59,1215.855,1040.07,9.46,170.83,643.045,2813.445,85.12,2024-03-12
"78","20_NP_06",15317.1309913044,7175.32449112865,501.505028891176,189.939780434333,190.316958758207,68.3130350589789,92.4586891304347,32.751561672332,2.03870124899275,0.468014556879111,0.005,0.85,5160.06,4294,277.92,18891.765,1106.06,1227.78,10.045,191.21,575.06,2737.505,82.325,2024-03-12
"79","20_NP_07",16618.8672,5777.14985253744,549.303012,129.769914303464,210.084007228916,43.0403018208273,97.7922367346939,26.2550922123195,2.26158646616541,0.728126295406131,0.01,0.6,6203.61,5263,285.37,17908.09,1480.36,1243.35,17.03,121.03,526.46,2605.2,130.61,2024-03-12
"80","20_NP_08",15050.0417910448,6510.6145808435,506.453184,167.057331745145,191.888287912088,61.195107366074,97.5486976744185,27.7555142256005,2.05843511450382,0.394219983424468,-0.01,0.84,5463.85,3029,202.91,18418.06,1151.25,1212.69,11.38,169.64,579.41,2672.48,102.45,2024-03-12
"81","26_COP_01",11230.8044147157,6167.88211560909,445.564421318373,166.153858371424,170.386467076383,56.8178802729797,77.3496950911641,31.7825867107215,2.12342494382023,0.517868722046923,0.01,0.845,4478.165,3402.5,180.565,18506.32,1488.5,1041.18,37.275,159.77,534.205,2761.58,216.99,2024-03-12
"82","26_COP_02",12926.7465365853,5848.40584346229,449.837148589846,161.145999239215,167.709298028364,57.469425353687,87.2621820814479,27.7542842699506,1.98520415965465,0.362728297361794,0.065,0.93,3937.775,2605.5,176.885,14646.34,975.7,960.945,7.385,174.495,545.23,2692.18,61.415,2024-03-12
"83","26_COP_03",16046.6045901639,7486.0892868567,517.669152631579,184.370192161009,195.227146391753,67.0836548822207,95.6879136,31.4480011626298,2.04038064516129,0.377215159459642,0,0.91,5876.08,4774,301.84,21585.43,1380.35,1243.83,13.15,199.54,589.54,2819.59,116.34,2024-03-12
"84","26_COP_04",12146.3705370844,6548.30818241964,440.599444757033,178.352480042274,166.530505626598,64.4709167000003,80.8002105882353,32.2085295301794,2.07482180851064,0.451657764620593,-0.015,0.895,5109.335,4080,247.94,22176.93,1415.915,1222.89,20.32,224.555,581.25,2820.665,159.32,2024-03-12
"85","26_COP_05",9991.81947212688,6836.9751512329,381.984239256338,205.424642561214,143.770078246753,73.5556750815396,71.9503724396181,36.0422351434924,2.01866585915493,0.398249225408499,0.02,1.175,3411.02,2788.5,192.63,12524.82,1029.98,1031.72,16.71,178.675,615.445,2760.575,132.695,2024-03-12
"86","26_COP_06",11209.8265486726,7293.68760456722,416.691395121951,199.589604113581,157.875319148936,70.9030630955474,74.8616814159292,37.8197523780159,2.09622448979592,0.641660190068464,0.04,1.32,3334.49,2595,214.23,15338.28,1428.44,1132.58,38.3,179.91,640.76,2803.35,126.41,2024-03-12
"87","26_COP_07",13788.9687272727,5453.9103558554,492.705293023256,139.4725145859,189.019217647059,50.3834253040113,86.2546909090909,26.3478899409278,2.23538787878788,0.430773889641169,0.03,0.68,7859.02,6662,465.42,19745.98,1825.76,1180.85,95.95,168.52,414.83,2623.83,318.84,2024-03-12
"88","26_COP_08",11241.8459571574,5139.19220305176,441.474102474711,129.015268165162,169.804667991329,49.9244151551932,78.7922016806722,26.655415933023,2.20331478365385,0.601612660678814,0.01,0.84,7236.615,4471,343.15,20083.48,1658.6,1188,30.58,148.12,519.115,2735.885,147.425,2024-03-12
"89","26_NP_01",13688.514,5323.34885022888,485.896735,129.571684924349,186.038212420607,46.4979453286921,87.4992060559006,23.4518706669158,2.19770151515151,0.502243454152823,0.02,0.71,6561.535,5032,284.42,20927.895,1523.52,1151.83,27.825,168.555,545.285,2734.11,181.965,2024-03-12
"90","26_NP_02",12762.8715789474,4334.6462516953,475.207476923077,106.429807866467,183.994615384615,39.58642941776,85.7789406593407,17.6111766814814,2.10746451612903,0.385732795151241,0.03,0.64,6326.96,5625,386.87,15184,1161.46,1265.77,10.69,159.09,536.02,2745.56,96.22,2024-03-12
